Initial_Aerobic_Biomass,Vmax_Multiplier,Mortality_Multiplier,Min_O2,Max_Anoxic_Frac,Peak_Specific_Growth_day,Avg_Specific_Growth_day,Peak_Total_Biomass,Lowest_Monod_Factor,Lowest_O2_Monod_Factor,Lowest_DOC_Monod_Factor,Max_O2_Limitation_Frac
10.033333333333333,222.77777099609375,1.0,0.0,100.0,436.02398681640625,431.94805908203125,491.41265869140625,0.0,0.0,0.16691090166568756,100.0
10.033333333333333,278.22222900390625,1.0,0.0,100.0,544.0674438476562,538.9074096679688,617.8084716796875,0.0,0.0,0.16689610481262207,100.0
10.033333333333333,333.6666564941406,1.0,0.0,100.0,651.9323120117188,645.6732788085938,715.9728393554688,0.0,0.0,0.16688133776187897,100.0
10.033333333333333,389.1111145019531,1.0,0.0,100.0,759.6261596679688,752.24072265625,829.9328002929688,0.0,0.0,0.16686652600765228,100.0
10.033333333333333,444.5555419921875,1.0,0.0,100.0,867.14990234375,858.6470947265625,950.0457153320312,0.0,0.0,0.1668517142534256,100.0
10.033333333333333,500.0,1.0,0.0,100.0,974.5042114257812,964.897216796875,1052.4130859375,0.0,0.0,0.1668369174003601,100.0
11.68888888888889,1.0,1.0,10.975160598754883,0.0,1.964264988899231,1.9641931056976318,20.688884735107422,0.023983612656593323,0.982103168964386,0.18108883500099182,93.75
11.68888888888889,56.44444274902344,1.0,5.215542793273926,0.0,110.77020263671875,110.44413757324219,49.459510803222656,0.0239833015948534,0.9630693197250366,0.18107110261917114,100.0
11.68888888888889,111.88888549804688,1.0,3.949309302697657e-06,62.5,219.3753204345703,217.86581420898438,124.63370513916016,1.9746155885513872e-05,1.9746155885513872e-05,0.18105334043502808,100.0
11.68888888888889,167.3333282470703,1.0,0.0,87.5,327.7813415527344,325.0823974609375,294.3489074707031,0.0,0.0,0.181035578250885,100.0
11.68888888888889,222.77777099609375,1.0,0.0,100.0,435.9924011230469,432.2972717285156,511.6054382324219,0.0,0.0,0.18101775646209717,100.0
11.68888888888889,278.22222900390625,1.0,0.0,100.0,544.0128784179688,539.3272094726562,626.5862426757812,0.0,0.0,0.1809999793767929,100.0
11.68888888888889,333.6666564941406,1.0,0.0,100.0,651.8453369140625,646.1466674804688,721.3295288085938,0.0,0.0,0.18098221719264984,100.0
11.68888888888889,389.1111145019531,1.0,0.0,100.0,759.4963989257812,752.7669677734375,834.3577270507812,0.0,0.0,0.1809644252061844,100.0
11.68888888888889,444.5555419921875,1.0,0.0,100.0,866.9683227539062,859.2222290039062,953.02734375,0.0,0.0,0.18094661831855774,100.0
11.68888888888889,500.0,1.0,0.0,100.0,974.2638549804688,965.52099609375,1054.71044921875,0.0,0.0,0.1809288114309311,100.0
13.344444444444445,1.0,1.0,10.970758438110352,0.0,1.9642689228057861,1.9642212390899658,22.373554229736328,0.026169609278440475,0.9820961356163025,0.19473716616630554,100.0
13.344444444444445,56.44444274902344,1.0,4.546463966369629,0.0,110.76875305175781,110.42261505126953,53.8705940246582,0.02616923116147518,0.9578633904457092,0.19471630454063416,100.0
13.344444444444445,111.88888549804688,1.0,0.0,62.5,219.3696746826172,217.8248748779297,136.18756103515625,0.0,0.0,0.19469548761844635,100.0
13.344444444444445,167.3333282470703,1.0,0.0,87.5,327.7682800292969,325.3121643066406,317.3287353515625,0.0,0.0,0.19467458128929138,100.0
13.344444444444445,222.77777099609375,1.0,0.0,100.0,435.9676208496094,432.5971984863281,526.7282104492188,0.0,0.0,0.1946537047624588,100.0
