Initial_Aerobic_Biomass,Vmax_Multiplier,Mortality_Multiplier,Min_O2,Max_Anoxic_Frac,Peak_Specific_Growth_day,Avg_Specific_Growth_day,Peak_Bulk_Growth_day,Peak_Total_Biomass,Lowest_Monod_Factor,Lowest_O2_Monod_Factor,Lowest_DOC_Monod_Factor,Max_O2_Limitation_Frac,Stop_Reason,Time_To_Stop_s,POC_Remaining_Frac,B_eq_Simulated,Mu_Eq_day,M_L_Eff_day,M_Q_Eff_day,B_eq_Theory
0.1,1.0,1.0,11.0,0.0,1.8765342235565186,1.828317642211914,17.076881408691406,9.100223541259766,0.00840269960463047,0.9821428656578064,0.07085423916578293,0.0,Steady State,25.486719449991092,0.9999996423721313,9.100223541259766,1.828317642211914,0.019999999552965164,0.10000000149011612,18.083176157129166
0.1,200.5,1.0,10.633952140808105,0.0,376.2781066894531,366.6327209472656,3458.177734375,9.190885543823242,0.008402648381888866,0.9815395474433899,0.07085033506155014,0.0,Steady State,25.486719449991092,0.9999996423721313,9.190885543823242,366.6327209472656,0.019999999552965164,0.10000000149011612,3666.1271548475747
0.1,400.0,1.0,10.414506912231445,0.0,750.7469482421875,731.5488891601562,6954.5986328125,9.275964736938477,0.008402598090469837,0.9811578989028931,0.0708463117480278,0.0,Steady State,25.486719449991092,0.9999996423721313,9.275964736938477,731.5488891601562,0.019999999552965164,0.10000000149011612,7315.288782599736
7.55,1.0,1.0,10.996037483215332,0.0,1.9243745803833008,1.9009928703308105,31.848682403564453,16.550148010253906,0.018475480377674103,0.9821365475654602,0.14485464990139008,0.0,Steady State,19.115039587493317,0.9997997879981995,16.550148010253906,1.9009928703308105,0.019999999552965164,0.10000000149011612,18.80992842748868
7.55,200.5,1.0,10.136427879333496,0.0,385.8792724609375,381.21514892578125,6469.466796875,16.765544891357422,0.01847488060593605,0.9806509613990784,0.14481672644615173,0.0,Steady State,19.115039587493317,0.9997997879981995,16.765544891357422,381.21514892578125,0.019999999552965164,0.10000000149011612,3811.95143245978
7.55,400.0,1.0,9.28662109375,0.0,769.9182739257812,760.6613159179688,13075.462890625,16.983591079711914,0.01847427897155285,0.9789177179336548,0.14477871358394623,0.0,Steady State,19.115039587493317,0.9997975826263428,16.983591079711914,760.6613159179688,0.019999999552965164,0.10000000149011612,7606.413045839771
15.0,1.0,1.0,10.994449615478516,0.0,1.9411031007766724,1.9257029294967651,46.581748962402344,23.999996185302734,0.02834584377706051,0.9821340441703796,0.207938089966774,0.0,Steady State,15.929199656244432,0.9997497797012329,23.997570037841797,1.9257029294967651,0.019999999552965164,0.10000000149011612,19.05702901546614
15.0,200.5,1.0,9.771598815917969,0.0,389.2190856933594,386.1465148925781,9459.705078125,24.304384231567383,0.02834419719874859,0.979943037033081,0.20785146951675415,0.0,Steady State,15.929199656244432,0.9997497797012329,24.304384231567383,386.1465148925781,0.019999999552965164,0.10000000149011612,3861.265091392918
15.0,400.0,1.0,8.524192810058594,0.0,776.5524291992188,770.4528198242188,19116.91796875,24.617801666259766,0.02834254689514637,0.9770752787590027,0.2077648788690567,0.0,Steady State,15.929199656244432,0.9997497797012329,24.617801666259766,770.4528198242188,0.019999999552965164,0.10000000149011612,7704.3280834432235
